data_instance	premise	ask-for	hypothesis1	hypothesis2	true_label	predicted_label
dev-671	Mother pointed out Bob's mistake and said that birds can't masticate.	cause	Bob told his mother that the bird was masticating happily.	Bob told his mother that birds can fly.	0	0
dev-672	He uses slits as devices.	cause	He wants to control noise.	Tom is polymerizing the modules.	0	0
dev-673	His mental development is slower than that of his peers.	cause	Peter had a serious illness when he was a baby.	Tom eats too much food containing lipids.	0	0
dev-674	Its is possible for text-to-speech process in different languages.	cause	The man invented speech resynthesis.	Cochlear implant is a common implant.	0	0
dev-675	The magezing is classified as pornographic magazine.	cause	Tom goes for a walk outside in the cold winter.	The magazine has pictures of naked girls.	1	1
dev-676	Ability of chemically interacting with many other substances indicates chemical instability.	effect	Phenols has chemical instability.	Acetylene is prone to undergo addition reaction with many substances.	0	0
dev-677	The explorer wore crampons in climbing the snow mountain.	effect	He successfully climbed to the top of the mountain with the spikes on the soles.	The spike-soled boots helped him in climbing.	1	0
dev-678	She tries different principles and solves them respectively.	cause	Mary has to settle all the problems in these three modules.	Mary has some problems concerning the object as a whole.	0	0
dev-679	He is very knowledgeable about movement.	cause	His major is kinesiology.	Tom is a sociologist.	0	0
dev-680	The multiplet volume increases rapidly.	effect	The occurrence of flocculation had an obvious influence.	There are a lot of channels.	0	1
dev-681	He bought some equipment.	effect	Geophysicists trying to detect small movements in the Earth's crust appreaciated his invention.	He got some cloak devices.	1	1
dev-682	This kingdom is rich in wines.	effect	Their  vines and bounty are envied by other kingdoms.	Their vines and bounty are envied by their king.	0	1
dev-683	They orders fresh fruit from fruit stores.	cause	The docter advices Lucy to eat fruits with much dietary fiber.	The restaurant sells Smoothies.	1	1
dev-684	The whole problem solving process was wrong.	cause	The tutor failed to sum up the central topic.	Tom has listed a wrong equation.	1	1
dev-685	Scientists cut off the lateral roots of ragweed.	effect	Ragweed is still vigorous.	The ragweed withered.	0	1
dev-686	Lake wants to work out full hard glute.	effect	She had collected a lot of fresh chopped apple juice in season.	Lake's fitness instructor asked him to practice lunge.	1	1
dev-687	Som oil was added to the carrier oil.	effect	The carrier oil was diluted.	The mummy spilled oil.	0	0
dev-688	The Adhesives were exposed to oxygen.	effect	They hardened.	Oxidation occurred.	0	1
dev-689	He can't walk.	cause	Tom is mentally handicapped.	Tom lost his legs before many years when he happened to a car accident.	1	0
dev-690	The boy followed him slipped too.	cause	The boy can get adequate nutrition everyday.	A boy slipped on the ice.	1	1
dev-691	He is also equipped with a helmet for safety.	cause	Tom is going to buy a bicycle.	Tom felt very scared when he saw a monster.	0	0
dev-692	This tree has great viability.	effect	It has great potential to germinate.	It can get nourishment.	0	0
dev-693	Tom has some biluminescenes in the sea.	effect	He found that there were some dinoflagellates.	He found that there were bromine atoms in it.	0	0
dev-694	There was a swan in the office.	effect	It presence was indicated.	The official got the beautiful feather.	1	0
dev-695	It had been fifteen years since the aardwolf was born.	effect	He need to consider the mass of neon inside this neon light.	It died before long.	1	1
dev-696	The doctor found that his valve did not close when the heart contracted.	cause	Too much thyroxine was produced in the man's body.	There is something wrong with the patient's valve.	1	1
dev-697	Jerry is allergic to lactose.	effect	He may eat most unusual foods by mistake.	He may eat most usual milk by mistake.	0	1
dev-698	A pterosaur was running in the forest.	effect	No one can run more fast than it.	He saw some ferns.	0	0
dev-699	Tom was diagnosed with asexuality.	effect	His wife felt he was ugly.	His wife has no sexual desire on him.	1	1
dev-700	The boys were trained with patterns.	effect	They developed fixed habits.	Other boys followed to joint it.	0	1
dev-701	The leader of the orphanage decided to find a kind person for her to adopt her.	cause	The orphan Lucy was sad when she saw a happy family.	Her mother abandoned her.	0	0
dev-702	Lucy's trainer is both a teacher and friend.	effect	She extremely likes her trainer.	They go to school together everyday.	0	0
dev-703	He fell asleep in a few minutes.	cause	Tom was lying in the bed and reading a book.	Tom laid down.	0	0
dev-704	He hence did unit tests.	cause	Tom desired to know the scientific explanation of the word.	Developer Edward was asked to optimize the design.	1	1
dev-705	Jack suffers from asthma.	effect	Doctors diagnosed his son with asthma.	When he went to the hospital to do physical examination, his lung has been filled with shadow.	0	0
dev-706	Tom put a magnet near some coins. .	effect	The coins were attracted together by the magnet. .	The perveived bond closely ties them.	0	0
dev-707	Too many activities have been hold in this city.	effect	More activities can be held.	Some residents were injured during these activities.	1	0
dev-708	The environment here is suitable for the family cercopithicidae.	effect	There are many mangabeys living here.	The coral reefs are growing well.	0	1
dev-709	The cloth was cut for oxygen to get in.	cause	The acne bacteria was wet under thick water.	The acne bacteria was blocked under thick cloth.	1	1
dev-710	John found a dent in the ground.	cause	The beaker was broken into pieces.	John put on his the reading glasses to see the ground.	1	1
dev-711	In addition to the daily food, I also put aquatic insects into merganser's nest.	effect	The next day I found the merganser starved to death.	The next day I found that the aquatic insects had been eaten.	1	0
dev-712	A salesman visited her and recommend her some laundry detergents.	effect	She was impressed with the salesman’ politeness.	I couldn't help praising the visitors.	0	0
dev-713	Some parasites lay their eggs on cloves.	effect	A few days later the eggs died.	After a few days, the eggs turned into parasites.	0	1
dev-714	He gave it back to the jockey.	cause	Tom picked up a whip.	Tom collected some seawater.	0	0
dev-715	I began to look for the orioles hidden in it.	cause	I heard bird songs from green leaves.	I noticed that there are several caves dug by woodpeckers.	0	0
dev-716	The workers have prepared some silts.	effect	They plan to utilise them to build walls.	The gulls ate the meat.	0	0
dev-717	She studies the relations among different creatures.	cause	Lucy majors in ecology.	The psycological expert is American.	0	0
dev-718	He found that adhesion had occurred.	cause	The man looked at the areas.	He put the cells in contact with the surface.	1	1
dev-719	A robin is hungry.	effect	It flies to the ground for food.	He measured the heart rate of the bird.	0	0
dev-720	They first left Beijing and started from Shanghai.	cause	Farmers want to grow legume crops.	They decided to travel China this summer.	1	1
dev-721	He was allowed three days of extra holiday and he returned his home.	cause	He was honored as a hero because of his brave deed.	Through the ancient Silk Road, China and the West exchanged tea, silk, porcelain, glass, gemstones, wool, etc.	0	0
dev-722	He was the final winner of the game.	cause	The fisherman got a bluefin.	Tom has a strong ability to survival.	1	0
dev-723	Jason and I saw a mammal passing along.	effect	He told me there is a good chance that this mammal is a artiodactyl.	He told me there is a good chance that this mammal is an artiodactyl.	1	0
dev-724	The scientists injected nitrite into child blood.	effect	The scientists found that the oxygen carrying capacity of the child's blood declined.	The feces could not be excreted out of the anus.	0	0
dev-725	We saw something plunge-diving from the air.	effect	No one explained the phenomenon for us.	The teacher explained it was a booby getting its food.	1	0
dev-726	The star is burned and squeezed into ashes.	cause	A star crashes into a cloud of dust.	A star crashes into the sun where nucleosynthesis occurs.	1	0
dev-727	Lucy's mother took use of astragalus to make food for her.	effect	She usually eats Hamburgs.	Lucy becomes much healthier than before.	1	1
dev-728	Mineral-rich herb is good to human body.	effect	He bought some chickweed to build his body.	People almost intake protein every day.	0	1
dev-729	The scientist applied some nitrogen fertilizer to the lawn.	effect	The lawn has absorbed nitrogen fertilizer.	Suddenly it began to rain.	0	0
dev-730	Tom eats dairies every day.	effect	He is no longer constipated.	He kept health.	1	0
dev-731	My major is anthropology.	effect	Blood clots may bring me pain sometimes.	I study people in different culture settings everyday.	1	1
dev-732	He is getting smarter and smarter than before.	cause	Frank eats nutritious food every day.	Rabbit is a kind of rodent.	0	0
dev-733	Mary found the extrusion of a mass through her vagina.	effect	The diagnosis showed that this was prolapse.	It became a female.	0	0
